task_id,task_type,zone,created_at,sla_tier,sla_deadline,status,duration_mins,dwell_time_mins,completed_at,appointment_id,assigned_worker,priority_score
TSK-0001445,replenishment,B,2026-02-20 13:00,economy,2026-02-21 13:00,completed,14,39,2026-02-20 13:39,APT-000411,WKR-036,
TSK-0001446,putaway,B,2026-02-20 12:30,standard,2026-02-20 20:30,completed,10,10,2026-02-20 12:40,APT-000412,WKR-035,
TSK-0001447,pick,B,2026-02-20 14:29,urgent,2026-02-20 18:29,exception,5,111,,APT-000412,WKR-037,
TSK-0001448,putaway,B,2026-02-20 14:24,urgent,2026-02-20 18:24,completed,14,24,2026-02-20 14:48,APT-000412,WKR-053,
TSK-0001449,pick,D,2026-02-20 12:45,economy,2026-02-21 12:45,completed,12,14,2026-02-20 12:59,APT-000412,WKR-005,
TSK-0001450,putaway,B,2026-02-20 14:19,standard,2026-02-20 22:19,exception,16,140,,APT-000412,WKR-025,
TSK-0001451,unload,A,2026-02-20 18:27,urgent,2026-02-20 22:27,pending,14,152,,APT-000413,WKR-016,
TSK-0001452,unload,A,2026-02-20 18:48,standard,2026-02-21 02:48,completed,34,56,2026-02-20 19:44,APT-000413,WKR-047,
TSK-0001453,unload,A,2026-02-20 11:34,urgent,2026-02-20 15:34,completed,23,48,2026-02-20 12:22,APT-000414,WKR-009,
TSK-0001454,putaway,A,2026-02-20 11:27,critical,2026-02-20 13:27,completed,15,16,2026-02-20 11:43,APT-000414,WKR-040,
TSK-0001455,pick,C,2026-02-20 14:58,standard,2026-02-20 22:58,completed,6,11,2026-02-20 15:09,APT-000415,WKR-020,
TSK-0001456,pick,A,2026-02-20 13:25,economy,2026-02-21 13:25,completed,8,20,2026-02-20 13:45,APT-000415,WKR-001,
TSK-0001457,pick,C,2026-02-20 14:06,economy,2026-02-21 14:06,completed,12,20,2026-02-20 14:26,APT-000415,WKR-024,
TSK-0001458,putaway,B,2026-02-20 14:05,standard,2026-02-20 22:05,pending,20,30,,APT-000415,WKR-030,
TSK-0001459,unload,B,2026-02-20 13:10,economy,2026-02-21 13:10,completed,14,16,2026-02-20 13:26,APT-000415,WKR-026,
TSK-0001460,pick,A,2026-02-20 12:00,urgent,2026-02-20 16:00,completed,12,33,2026-02-20 12:33,APT-000416,WKR-036,
TSK-0001461,unload,A,2026-02-20 11:12,standard,2026-02-20 19:12,completed,25,45,2026-02-20 11:57,APT-000416,WKR-014,
TSK-0001462,pick,A,2026-02-20 12:57,urgent,2026-02-20 16:57,completed,6,31,2026-02-20 13:28,APT-000417,WKR-034,
TSK-0001463,putaway,B,2026-02-20 12:14,urgent,2026-02-20 16:14,exception,9,211,,APT-000417,WKR-005,
TSK-0001464,putaway,B,2026-02-20 12:01,standard,2026-02-20 20:01,completed,11,12,2026-02-20 12:13,APT-000417,WKR-037,
TSK-0001465,unload,B,2026-02-20 11:53,standard,2026-02-20 19:53,completed,32,34,2026-02-20 12:27,APT-000417,WKR-044,
TSK-0001466,putaway,B,2026-02-20 12:49,standard,2026-02-20 20:49,completed,19,39,2026-02-20 13:28,APT-000417,WKR-024,
TSK-0001467,QC,B,2026-02-20 07:33,urgent,2026-02-20 11:33,completed,13,23,2026-02-20 07:56,APT-000418,WKR-032,
TSK-0001468,cycle-count,A,2026-02-20 08:55,standard,2026-02-20 16:55,completed,33,49,2026-02-20 09:44,APT-000418,WKR-023,
TSK-0001469,putaway,B,2026-02-20 08:50,standard,2026-02-20 16:50,completed,12,18,2026-02-20 09:08,APT-000418,WKR-049,
TSK-0001470,cycle-count,C,2026-02-20 07:56,urgent,2026-02-20 11:56,completed,10,10,2026-02-20 08:06,APT-000418,WKR-026,
TSK-0001471,pick,C,2026-02-20 10:45,standard,2026-02-20 18:45,completed,9,16,2026-02-20 11:01,APT-000419,WKR-004,
TSK-0001472,pick,C,2026-02-20 10:28,economy,2026-02-21 10:28,completed,10,32,2026-02-20 11:00,APT-000419,WKR-043,
TSK-0001473,QC,A,2026-02-20 11:38,critical,2026-02-20 13:38,completed,10,24,2026-02-20 12:02,APT-000419,WKR-034,
TSK-0001474,QC,C,2026-02-20 11:22,urgent,2026-02-20 15:22,completed,15,30,2026-02-20 11:52,APT-000419,WKR-043,
TSK-0001475,replenishment,D,2026-02-20 11:47,urgent,2026-02-20 15:47,completed,14,21,2026-02-20 12:08,APT-000419,WKR-004,
TSK-0001476,QC,B,2026-02-20 18:09,standard,2026-02-21 02:09,pending,16,36,,APT-000420,WKR-036,
TSK-0001477,putaway,A,2026-02-20 18:47,standard,2026-02-21 02:47,completed,20,30,2026-02-20 19:17,APT-000420,WKR-049,
TSK-0001478,putaway,B,2026-02-20 22:59,urgent,2026-02-21 02:59,completed,14,22,2026-02-20 23:21,APT-000421,WKR-044,
TSK-0001479,cycle-count,A,2026-02-20 21:00,standard,2026-02-21 05:00,completed,8,25,2026-02-20 21:25,APT-000421,WKR-021,
TSK-0001480,putaway,B,2026-02-20 21:44,urgent,2026-02-21 01:44,completed,15,35,2026-02-20 22:19,APT-000421,WKR-019,
TSK-0001481,replenishment,D,2026-02-20 22:48,critical,2026-02-21 00:48,completed,26,26,2026-02-20 23:14,APT-000421,WKR-023,
TSK-0001482,cycle-count,B,2026-02-20 17:21,standard,2026-02-21 01:21,completed,15,32,2026-02-20 17:53,APT-000422,WKR-049,
TSK-0001483,pick,C,2026-02-20 16:38,economy,2026-02-21 16:38,completed,5,8,2026-02-20 16:46,APT-000422,WKR-037,
TSK-0001484,pick,D,2026-02-20 17:13,urgent,2026-02-20 21:13,completed,8,27,2026-02-20 17:40,APT-000422,WKR-053,
TSK-0001485,putaway,A,2026-02-20 18:07,standard,2026-02-21 02:07,completed,15,20,2026-02-20 18:27,APT-000422,WKR-005,
TSK-0001486,unload,C,2026-02-20 12:23,urgent,2026-02-20 16:23,completed,20,32,2026-02-20 12:55,APT-000423,WKR-046,
TSK-0001487,replenishment,C,2026-02-20 12:03,economy,2026-02-21 12:03,exception,13,314,,APT-000423,WKR-002,
TSK-0001488,putaway,A,2026-02-21 08:36,standard,2026-02-21 16:36,completed,12,23,2026-02-21 08:59,APT-000424,WKR-004,
TSK-0001489,pick,A,2026-02-21 09:51,urgent,2026-02-21 13:51,completed,4,5,2026-02-21 09:56,APT-000424,WKR-048,
TSK-0001490,unload,A,2026-02-21 09:40,urgent,2026-02-21 13:40,completed,23,43,2026-02-21 10:23,APT-000424,WKR-048,
TSK-0001491,putaway,A,2026-02-21 08:34,critical,2026-02-21 10:34,completed,11,21,2026-02-21 08:55,APT-000424,WKR-007,
TSK-0001492,putaway,A,2026-02-21 08:56,economy,2026-02-22 08:56,pending,6,86,,APT-000424,WKR-028,
TSK-0001493,unload,A,2026-02-21 14:31,economy,2026-02-22 14:31,completed,36,50,2026-02-21 15:21,APT-000425,WKR-054,
TSK-0001494,putaway,A,2026-02-21 15:07,standard,2026-02-21 23:07,completed,10,18,2026-02-21 15:25,APT-000425,WKR-020,
TSK-0001495,replenishment,B,2026-02-21 15:10,urgent,2026-02-21 19:10,completed,12,34,2026-02-21 15:44,APT-000425,WKR-003,
TSK-0001496,putaway,A,2026-02-21 15:37,urgent,2026-02-21 19:37,completed,9,12,2026-02-21 15:49,APT-000425,WKR-047,
TSK-0001497,putaway,D,2026-02-21 19:40,standard,2026-02-22 03:40,completed,17,39,2026-02-21 20:19,APT-000426,WKR-059,
TSK-0001498,pick,D,2026-02-21 19:36,economy,2026-02-22 19:36,pending,5,170,,APT-000426,WKR-048,
TSK-0001499,putaway,D,2026-02-21 18:52,critical,2026-02-21 20:52,completed,6,22,2026-02-21 19:14,APT-000426,WKR-030,
TSK-0001500,unload,B,2026-02-21 10:18,standard,2026-02-21 18:18,completed,27,27,2026-02-21 10:45,APT-000427,WKR-033,
TSK-0001501,cycle-count,B,2026-02-21 08:58,economy,2026-02-22 08:58,completed,27,52,2026-02-21 09:50,APT-000427,WKR-004,
TSK-0001502,pick,D,2026-02-21 10:04,standard,2026-02-21 18:04,completed,4,15,2026-02-21 10:19,APT-000427,WKR-017,
TSK-0001503,pick,D,2026-02-21 14:26,economy,2026-02-22 14:26,completed,8,26,2026-02-21 14:52,APT-000428,WKR-003,
TSK-0001504,pick,A,2026-02-21 13:45,urgent,2026-02-21 17:45,completed,10,33,2026-02-21 14:18,APT-000428,WKR-004,
TSK-0001505,pick,D,2026-02-21 15:12,standard,2026-02-21 23:12,completed,4,27,2026-02-21 15:39,APT-000428,WKR-014,
TSK-0001506,pick,D,2026-02-21 12:17,standard,2026-02-21 20:17,completed,3,14,2026-02-21 12:31,APT-000429,WKR-060,
TSK-0001507,unload,B,2026-02-21 13:04,urgent,2026-02-21 17:04,completed,35,48,2026-02-21 13:52,APT-000429,WKR-038,
TSK-0001508,unload,B,2026-02-21 12:41,standard,2026-02-21 20:41,completed,32,37,2026-02-21 13:18,APT-000429,WKR-033,
TSK-0001509,unload,B,2026-02-21 12:49,standard,2026-02-21 20:49,exception,27,362,,APT-000429,WKR-030,
TSK-0001510,pick,C,2026-02-21 11:35,standard,2026-02-21 19:35,pending,6,135,,APT-000429,WKR-017,
TSK-0001511,unload,C,2026-02-21 10:05,standard,2026-02-21 18:05,completed,29,44,2026-02-21 10:49,APT-000430,WKR-050,
TSK-0001512,pick,A,2026-02-21 08:43,economy,2026-02-22 08:43,completed,11,26,2026-02-21 09:09,APT-000430,WKR-006,
TSK-0001513,pick,B,2026-02-21 09:49,economy,2026-02-22 09:49,completed,10,27,2026-02-21 10:16,APT-000430,WKR-012,
TSK-0001514,cycle-count,B,2026-02-21 09:53,standard,2026-02-21 17:53,exception,27,152,,APT-000430,WKR-053,
TSK-0001515,putaway,C,2026-02-21 08:18,standard,2026-02-21 16:18,exception,16,176,,APT-000430,WKR-015,
TSK-0001516,putaway,C,2026-02-21 13:35,economy,2026-02-22 13:35,completed,13,19,2026-02-21 13:54,APT-000431,WKR-058,
TSK-0001517,pick,D,2026-02-21 13:50,standard,2026-02-21 21:50,completed,3,3,2026-02-21 13:53,APT-000431,WKR-024,
TSK-0001518,unload,C,2026-02-21 14:22,economy,2026-02-22 14:22,completed,33,39,2026-02-21 15:01,APT-000431,WKR-034,
TSK-0001519,unload,B,2026-02-21 09:47,standard,2026-02-21 17:47,pending,25,19,,APT-000432,WKR-018,
TSK-0001520,putaway,B,2026-02-21 09:39,standard,2026-02-21 17:39,completed,12,35,2026-02-21 10:14,APT-000432,WKR-013,
TSK-0001521,pick,B,2026-02-21 10:04,standard,2026-02-21 18:04,completed,11,28,2026-02-21 10:32,APT-000432,WKR-050,
TSK-0001522,unload,A,2026-02-21 16:06,urgent,2026-02-21 20:06,completed,14,31,2026-02-21 16:37,APT-000433,WKR-038,
TSK-0001523,putaway,A,2026-02-21 15:47,standard,2026-02-21 23:47,completed,14,39,2026-02-21 16:26,APT-000433,WKR-055,
TSK-0001524,unload,A,2026-02-21 17:27,standard,2026-02-22 01:27,completed,23,43,2026-02-21 18:10,APT-000433,WKR-008,
TSK-0001525,cycle-count,C,2026-02-21 17:27,standard,2026-02-22 01:27,completed,16,23,2026-02-21 17:50,APT-000433,WKR-058,
TSK-0001526,pick,B,2026-02-21 17:37,standard,2026-02-22 01:37,completed,11,17,2026-02-21 17:54,APT-000433,WKR-009,
TSK-0001527,QC,A,2026-02-21 19:30,standard,2026-02-22 03:30,completed,13,25,2026-02-21 19:55,APT-000434,WKR-033,
TSK-0001528,putaway,C,2026-02-21 18:32,economy,2026-02-22 18:32,completed,18,43,2026-02-21 19:15,APT-000434,WKR-032,
TSK-0001529,unload,C,2026-02-21 19:07,standard,2026-02-22 03:07,completed,20,24,2026-02-21 19:31,APT-000434,WKR-016,
TSK-0001530,putaway,C,2026-02-21 19:29,standard,2026-02-22 03:29,completed,13,30,2026-02-21 19:59,APT-000435,WKR-059,
TSK-0001531,QC,C,2026-02-21 17:46,standard,2026-02-22 01:46,completed,15,36,2026-02-21 18:22,APT-000435,WKR-016,
TSK-0001532,pick,B,2026-02-21 18:27,economy,2026-02-22 18:27,completed,8,33,2026-02-21 19:00,APT-000435,WKR-008,
TSK-0001533,unload,B,2026-02-21 06:44,standard,2026-02-21 14:44,exception,23,151,,APT-000436,WKR-051,
TSK-0001534,putaway,B,2026-02-21 06:36,urgent,2026-02-21 10:36,exception,14,153,,APT-000436,WKR-017,
TSK-0001535,putaway,B,2026-02-21 07:35,urgent,2026-02-21 11:35,completed,11,16,2026-02-21 07:51,APT-000436,WKR-025,
TSK-0001536,unload,B,2026-02-21 06:04,standard,2026-02-21 14:04,completed,14,23,2026-02-21 06:27,APT-000436,WKR-058,
TSK-0001537,pick,C,2026-02-21 06:55,critical,2026-02-21 08:55,completed,9,28,2026-02-21 07:23,APT-000436,WKR-003,
TSK-0001538,cycle-count,A,2026-02-22 13:33,standard,2026-02-22 21:33,completed,13,31,2026-02-22 14:04,APT-000437,WKR-056,
TSK-0001539,pick,A,2026-02-22 13:42,standard,2026-02-22 21:42,exception,8,267,,APT-000437,WKR-042,
TSK-0001540,unload,C,2026-02-22 13:05,standard,2026-02-22 21:05,exception,26,306,,APT-000437,WKR-015,
TSK-0001541,pick,B,2026-02-22 16:04,standard,2026-02-23 00:04,completed,10,29,2026-02-22 16:33,APT-000438,WKR-046,
TSK-0001542,putaway,B,2026-02-22 16:52,economy,2026-02-23 16:52,completed,21,33,2026-02-22 17:25,APT-000438,WKR-027,
TSK-0001543,pick,B,2026-02-22 15:48,standard,2026-02-22 23:48,completed,11,27,2026-02-22 16:15,APT-000438,WKR-016,
TSK-0001544,replenishment,A,2026-02-22 16:43,standard,2026-02-23 00:43,completed,15,29,2026-02-22 17:12,APT-000438,WKR-060,
TSK-0001545,replenishment,C,2026-02-22 17:15,standard,2026-02-23 01:15,completed,20,22,2026-02-22 17:37,APT-000438,WKR-010,
TSK-0001546,pick,B,2026-02-22 09:41,standard,2026-02-22 17:41,completed,12,30,2026-02-22 10:11,APT-000439,WKR-009,
TSK-0001547,unload,B,2026-02-22 10:51,standard,2026-02-22 18:51,completed,20,36,2026-02-22 11:27,APT-000439,WKR-031,
TSK-0001548,putaway,B,2026-02-22 10:25,critical,2026-02-22 12:25,completed,15,37,2026-02-22 11:02,APT-000439,WKR-026,
TSK-0001549,pick,D,2026-02-22 10:46,critical,2026-02-22 12:46,completed,9,30,2026-02-22 11:16,APT-000439,WKR-008,
TSK-0001550,putaway,B,2026-02-22 10:14,critical,2026-02-22 12:14,completed,10,35,2026-02-22 10:49,APT-000439,WKR-031,
TSK-0001551,replenishment,D,2026-02-22 10:41,urgent,2026-02-22 14:41,completed,8,33,2026-02-22 11:14,APT-000440,WKR-060,
TSK-0001552,pick,C,2026-02-22 10:41,standard,2026-02-22 18:41,completed,3,11,2026-02-22 10:52,APT-000440,WKR-045,
TSK-0001553,pick,D,2026-02-22 10:52,economy,2026-02-23 10:52,completed,7,24,2026-02-22 11:16,APT-000440,WKR-059,
TSK-0001554,putaway,A,2026-02-23 16:14,standard,2026-02-24 00:14,completed,12,25,2026-02-23 16:39,APT-000441,WKR-033,
TSK-0001555,unload,A,2026-02-23 15:29,standard,2026-02-23 23:29,completed,32,55,2026-02-23 16:24,APT-000441,WKR-036,
TSK-0001556,replenishment,A,2026-02-23 16:33,urgent,2026-02-23 20:33,exception,13,338,,APT-000441,WKR-029,
TSK-0001557,unload,A,2026-02-23 16:57,standard,2026-02-24 00:57,completed,19,40,2026-02-23 17:37,APT-000441,WKR-011,
TSK-0001558,pick,A,2026-02-23 15:35,economy,2026-02-24 15:35,completed,7,29,2026-02-23 16:04,APT-000441,WKR-019,
TSK-0001559,pick,D,2026-02-23 06:45,standard,2026-02-23 14:45,completed,9,25,2026-02-23 07:10,APT-000442,WKR-021,
TSK-0001560,unload,C,2026-02-23 07:13,economy,2026-02-24 07:13,completed,25,40,2026-02-23 07:53,APT-000442,WKR-049,
TSK-0001561,pick,B,2026-02-23 06:39,economy,2026-02-24 06:39,completed,7,19,2026-02-23 06:58,APT-000442,WKR-026,
TSK-0001562,unload,A,2026-02-23 08:39,standard,2026-02-23 16:39,completed,33,57,2026-02-23 09:36,APT-000443,WKR-012,
TSK-0001563,cycle-count,B,2026-02-23 10:01,standard,2026-02-23 18:01,completed,20,20,2026-02-23 10:21,APT-000443,WKR-017,
TSK-0001564,unload,A,2026-02-23 08:40,economy,2026-02-24 08:40,completed,29,52,2026-02-23 09:32,APT-000443,WKR-006,
TSK-0001565,pick,B,2026-02-23 09:04,urgent,2026-02-23 13:04,completed,7,12,2026-02-23 09:16,APT-000443,WKR-009,
TSK-0001566,replenishment,D,2026-02-23 15:15,standard,2026-02-23 23:15,completed,27,42,2026-02-23 15:57,APT-000444,WKR-021,
TSK-0001567,unload,A,2026-02-23 15:01,urgent,2026-02-23 19:01,completed,20,21,2026-02-23 15:22,APT-000444,WKR-012,
TSK-0001568,unload,A,2026-02-23 15:05,urgent,2026-02-23 19:05,completed,43,66,2026-02-23 16:11,APT-000445,WKR-003,
TSK-0001569,replenishment,B,2026-02-23 14:21,standard,2026-02-23 22:21,completed,19,20,2026-02-23 14:41,APT-000445,WKR-028,
TSK-0001570,replenishment,B,2026-02-23 14:14,economy,2026-02-24 14:14,completed,14,19,2026-02-23 14:33,APT-000445,WKR-060,
TSK-0001571,pick,C,2026-02-23 10:47,urgent,2026-02-23 14:47,completed,6,28,2026-02-23 11:15,APT-000446,WKR-012,
TSK-0001572,replenishment,B,2026-02-23 11:56,economy,2026-02-24 11:56,completed,8,19,2026-02-23 12:15,APT-000446,WKR-021,
TSK-0001573,unload,B,2026-02-23 17:25,standard,2026-02-24 01:25,completed,25,27,2026-02-23 17:52,APT-000447,WKR-041,
TSK-0001574,pick,B,2026-02-23 17:12,urgent,2026-02-23 21:12,completed,8,17,2026-02-23 17:29,APT-000447,WKR-022,
TSK-0001575,unload,B,2026-02-23 17:23,critical,2026-02-23 19:23,completed,40,47,2026-02-23 18:10,APT-000447,WKR-020,
TSK-0001576,QC,D,2026-02-23 15:57,standard,2026-02-23 23:57,completed,18,27,2026-02-23 16:24,APT-000448,WKR-057,
TSK-0001577,replenishment,B,2026-02-23 15:23,standard,2026-02-23 23:23,completed,20,40,2026-02-23 16:03,APT-000448,WKR-034,
TSK-0001578,cycle-count,A,2026-02-23 12:13,economy,2026-02-24 12:13,completed,19,29,2026-02-23 12:42,APT-000449,WKR-020,
TSK-0001579,putaway,A,2026-02-23 11:59,urgent,2026-02-23 15:59,completed,6,18,2026-02-23 12:17,APT-000449,WKR-004,
TSK-0001580,unload,B,2026-02-23 11:17,economy,2026-02-24 11:17,pending,12,40,,APT-000450,WKR-013,
TSK-0001581,unload,B,2026-02-23 11:18,standard,2026-02-23 19:18,completed,6,31,2026-02-23 11:49,APT-000450,WKR-057,
TSK-0001582,pick,A,2026-02-23 09:05,standard,2026-02-23 17:05,completed,4,23,2026-02-23 09:28,APT-000451,WKR-006,
TSK-0001583,pick,D,2026-02-23 09:33,standard,2026-02-23 17:33,completed,4,8,2026-02-23 09:41,APT-000451,WKR-007,
TSK-0001584,unload,B,2026-02-23 08:52,urgent,2026-02-23 12:52,completed,37,57,2026-02-23 09:49,APT-000451,WKR-032,
TSK-0001585,cycle-count,C,2026-02-23 14:50,standard,2026-02-23 22:50,completed,20,28,2026-02-23 15:18,APT-000452,WKR-034,
TSK-0001586,pick,C,2026-02-23 15:00,critical,2026-02-23 17:00,completed,10,16,2026-02-23 15:16,APT-000452,WKR-026,
TSK-0001587,QC,C,2026-02-23 13:10,economy,2026-02-24 13:10,completed,19,21,2026-02-23 13:31,APT-000452,WKR-047,
TSK-0001588,putaway,A,2026-02-23 13:12,critical,2026-02-23 15:12,completed,14,38,2026-02-23 13:50,APT-000453,WKR-055,
TSK-0001589,putaway,A,2026-02-23 12:48,standard,2026-02-23 20:48,completed,12,37,2026-02-23 13:25,APT-000453,WKR-011,
TSK-0001590,unload,A,2026-02-23 14:31,urgent,2026-02-23 18:31,exception,19,209,,APT-000453,WKR-010,
TSK-0001591,replenishment,A,2026-02-23 13:51,economy,2026-02-24 13:51,completed,14,32,2026-02-23 14:23,APT-000454,WKR-005,
TSK-0001592,pick,C,2026-02-23 14:10,standard,2026-02-23 22:10,completed,8,26,2026-02-23 14:36,APT-000454,WKR-009,
TSK-0001593,pick,D,2026-02-23 15:19,standard,2026-02-23 23:19,completed,5,23,2026-02-23 15:42,APT-000454,WKR-019,
TSK-0001594,unload,D,2026-02-23 14:21,standard,2026-02-23 22:21,completed,15,24,2026-02-23 14:45,APT-000455,WKR-009,
TSK-0001595,putaway,D,2026-02-23 14:17,urgent,2026-02-23 18:17,completed,23,39,2026-02-23 14:56,APT-000455,WKR-038,
TSK-0001596,putaway,A,2026-02-23 23:04,standard,2026-02-24 07:04,completed,8,23,2026-02-23 23:27,APT-000456,WKR-019,
TSK-0001597,unload,A,2026-02-23 23:02,economy,2026-02-24 23:02,completed,28,30,2026-02-23 23:32,APT-000456,WKR-008,
TSK-0001598,pick,C,2026-02-23 22:24,standard,2026-02-24 06:24,completed,7,31,2026-02-23 22:55,APT-000456,WKR-001,
TSK-0001599,putaway,D,2026-02-23 19:04,standard,2026-02-24 03:04,completed,16,34,2026-02-23 19:38,APT-000457,WKR-054,
TSK-0001600,replenishment,B,2026-02-23 19:02,standard,2026-02-24 03:02,completed,18,18,2026-02-23 19:20,APT-000457,WKR-028,
TSK-0001601,putaway,D,2026-02-23 19:05,critical,2026-02-23 21:05,completed,8,12,2026-02-23 19:17,APT-000457,WKR-018,
TSK-0001602,replenishment,C,2026-02-23 19:30,urgent,2026-02-23 23:30,completed,20,32,2026-02-23 20:02,APT-000457,WKR-057,
TSK-0001603,pick,B,2026-02-23 19:04,standard,2026-02-24 03:04,completed,8,25,2026-02-23 19:29,APT-000457,WKR-046,
TSK-0001604,pick,A,2026-02-23 20:18,standard,2026-02-24 04:18,completed,7,22,2026-02-23 20:40,APT-000458,WKR-055,
TSK-0001605,QC,B,2026-02-23 20:23,standard,2026-02-24 04:23,completed,13,22,2026-02-23 20:45,APT-000458,WKR-043,
TSK-0001606,replenishment,C,2026-02-23 10:04,standard,2026-02-23 18:04,completed,19,23,2026-02-23 10:27,APT-000459,WKR-024,
TSK-0001607,QC,C,2026-02-23 10:09,urgent,2026-02-23 14:09,completed,18,33,2026-02-23 10:42,APT-000459,WKR-031,
TSK-0001608,putaway,D,2026-02-23 09:31,urgent,2026-02-23 13:31,completed,16,21,2026-02-23 09:52,APT-000459,WKR-046,
TSK-0001609,pick,A,2026-02-23 09:02,urgent,2026-02-23 13:02,completed,7,29,2026-02-23 09:31,APT-000460,WKR-037,
TSK-0001610,putaway,C,2026-02-23 10:25,standard,2026-02-23 18:25,pending,10,136,,APT-000460,WKR-022,
TSK-0001611,unload,C,2026-02-23 08:49,economy,2026-02-24 08:49,exception,16,78,,APT-000460,WKR-050,
TSK-0001612,cycle-count,B,2026-02-23 09:30,economy,2026-02-24 09:30,completed,21,34,2026-02-23 10:04,APT-000460,WKR-031,
TSK-0001613,pick,D,2026-02-23 10:40,urgent,2026-02-23 14:40,completed,6,28,2026-02-23 11:08,APT-000460,WKR-044,
TSK-0001614,cycle-count,B,2026-02-23 16:57,economy,2026-02-24 16:57,completed,16,24,2026-02-23 17:21,APT-000461,WKR-031,
TSK-0001615,QC,D,2026-02-23 17:08,standard,2026-02-24 01:08,completed,18,38,2026-02-23 17:46,APT-000461,WKR-029,
TSK-0001616,putaway,B,2026-02-23 15:59,economy,2026-02-24 15:59,completed,6,22,2026-02-23 16:21,APT-000461,WKR-053,
TSK-0001617,putaway,D,2026-02-23 17:10,standard,2026-02-24 01:10,completed,11,23,2026-02-23 17:33,APT-000462,WKR-031,
TSK-0001618,putaway,D,2026-02-23 16:11,standard,2026-02-24 00:11,pending,9,59,,APT-000462,WKR-021,
TSK-0001619,pick,D,2026-02-23 10:59,urgent,2026-02-23 14:59,completed,6,14,2026-02-23 11:13,APT-000463,WKR-013,
TSK-0001620,putaway,C,2026-02-23 10:07,standard,2026-02-23 18:07,completed,9,15,2026-02-23 10:22,APT-000463,WKR-029,
TSK-0001621,replenishment,C,2026-02-23 09:49,standard,2026-02-23 17:49,completed,17,40,2026-02-23 10:29,APT-000463,WKR-034,
TSK-0001622,replenishment,C,2026-02-23 11:03,urgent,2026-02-23 15:03,completed,21,36,2026-02-23 11:39,APT-000463,WKR-010,
TSK-0001623,putaway,C,2026-02-23 10:35,urgent,2026-02-23 14:35,completed,14,20,2026-02-23 10:55,APT-000463,WKR-005,
TSK-0001624,pick,B,2026-02-24 13:26,urgent,2026-02-24 17:26,completed,13,16,2026-02-24 13:42,APT-000464,WKR-028,
TSK-0001625,putaway,C,2026-02-24 13:26,economy,2026-02-25 13:26,completed,8,32,2026-02-24 13:58,APT-000464,WKR-014,
TSK-0001626,pick,B,2026-02-24 13:08,standard,2026-02-24 21:08,completed,8,14,2026-02-24 13:22,APT-000464,WKR-016,
TSK-0001627,unload,C,2026-02-24 12:39,urgent,2026-02-24 16:39,completed,34,49,2026-02-24 13:28,APT-000464,WKR-006,
TSK-0001628,putaway,B,2026-02-24 11:48,standard,2026-02-24 19:48,completed,7,12,2026-02-24 12:00,APT-000465,WKR-003,
TSK-0001629,unload,B,2026-02-24 12:51,urgent,2026-02-24 16:51,pending,14,68,,APT-000465,WKR-034,
TSK-0001630,pick,A,2026-02-24 11:50,standard,2026-02-24 19:50,completed,3,12,2026-02-24 12:02,APT-000465,WKR-020,
TSK-0001631,putaway,B,2026-02-24 11:25,critical,2026-02-24 13:25,pending,7,70,,APT-000465,WKR-027,
TSK-0001632,replenishment,C,2026-02-24 17:52,critical,2026-02-24 19:52,completed,21,37,2026-02-24 18:29,APT-000466,WKR-030,
TSK-0001633,pick,A,2026-02-24 17:48,urgent,2026-02-24 21:48,completed,9,22,2026-02-24 18:10,APT-000466,WKR-009,
TSK-0001634,cycle-count,A,2026-02-24 18:18,economy,2026-02-25 18:18,completed,23,41,2026-02-24 18:59,APT-000466,WKR-004,
TSK-0001635,cycle-count,C,2026-02-24 18:28,standard,2026-02-25 02:28,completed,30,39,2026-02-24 19:07,APT-000466,WKR-015,
TSK-0001636,pick,D,2026-02-24 18:56,standard,2026-02-25 02:56,completed,9,9,2026-02-24 19:05,APT-000467,WKR-055,
TSK-0001637,putaway,B,2026-02-24 18:37,standard,2026-02-25 02:37,completed,13,37,2026-02-24 19:14,APT-000467,WKR-048,
TSK-0001638,putaway,B,2026-02-24 18:03,standard,2026-02-25 02:03,completed,14,19,2026-02-24 18:22,APT-000467,WKR-039,
TSK-0001639,putaway,C,2026-02-24 12:42,standard,2026-02-24 20:42,completed,7,11,2026-02-24 12:53,APT-000468,WKR-018,
TSK-0001640,pick,D,2026-02-24 12:12,standard,2026-02-24 20:12,completed,10,21,2026-02-24 12:33,APT-000468,WKR-056,
TSK-0001641,cycle-count,C,2026-02-24 11:57,critical,2026-02-24 13:57,completed,13,37,2026-02-24 12:34,APT-000468,WKR-013,
TSK-0001642,putaway,C,2026-02-24 11:03,standard,2026-02-24 19:03,completed,14,20,2026-02-24 11:23,APT-000468,WKR-027,
TSK-0001643,pick,A,2026-02-24 13:00,standard,2026-02-24 21:00,pending,11,39,,APT-000468,WKR-019,
TSK-0001644,pick,C,2026-02-24 16:12,standard,2026-02-25 00:12,completed,3,7,2026-02-24 16:19,APT-000469,WKR-007,
TSK-0001645,putaway,A,2026-02-24 16:41,standard,2026-02-25 00:41,completed,12,37,2026-02-24 17:18,APT-000469,WKR-025,
TSK-0001646,putaway,A,2026-02-24 15:58,urgent,2026-02-24 19:58,completed,15,19,2026-02-24 16:17,APT-000469,WKR-032,
