shipment_id,appointment_id,date,carrier_id,status,arrival_delay_mins,wait_time_mins,actual_unload_duration_mins,pallet_count
SHP-000329,APT-000329,2026-02-17,CAR-002,completed,2.9,11.4,88.6,32
SHP-000330,APT-000330,2026-02-17,CAR-016,completed,30.7,17.9,51.6,25
SHP-000331,APT-000331,2026-02-17,CAR-030,completed,31.5,10.1,38.4,6
SHP-000332,APT-000332,2026-02-17,CAR-022,completed,8.2,9.2,79.7,39
SHP-000333,APT-000333,2026-02-17,CAR-019,completed,8.9,14.0,30.0,9
SHP-000334,APT-000334,2026-02-17,CAR-003,completed,2.7,6.6,48.5,11
SHP-000335,APT-000335,2026-02-17,CAR-028,completed,20.0,12.0,72.7,14
SHP-000336,APT-000336,2026-02-17,CAR-023,no_show,0,0,0,33
SHP-000337,APT-000337,2026-02-17,CAR-008,completed,6.3,22.8,37.8,13
SHP-000338,APT-000338,2026-02-17,CAR-005,completed,1.0,6.5,85.3,28
SHP-000339,APT-000339,2026-02-17,CAR-001,completed,0.1,10.1,40.8,25
SHP-000340,APT-000340,2026-02-17,CAR-022,completed,2.1,6.2,42.7,6
SHP-000341,APT-000341,2026-02-17,CAR-002,completed,0,3.9,54.7,51
SHP-000342,APT-000342,2026-02-17,CAR-006,completed,5.9,16.9,113.0,46
SHP-000343,APT-000343,2026-02-17,CAR-010,completed,0,14.7,88.1,35
SHP-000344,APT-000344,2026-02-17,CAR-020,completed,4.2,9.9,47.0,13
SHP-000345,APT-000345,2026-02-17,CAR-025,completed,21.5,20.1,110.9,32
SHP-000346,APT-000346,2026-02-17,CAR-002,completed,2.5,3.7,35.0,17
SHP-000347,APT-000347,2026-02-17,CAR-019,completed,0,5.3,54.6,19
SHP-000348,APT-000348,2026-02-17,CAR-009,completed,15.5,12.1,38.9,3
SHP-000349,APT-000349,2026-02-17,CAR-010,completed,4.1,8.6,35.5,3
SHP-000350,APT-000350,2026-02-17,CAR-030,completed,51.4,16.3,66.1,18
SHP-000351,APT-000351,2026-02-17,CAR-010,completed,7.9,8.4,46.5,26
SHP-000352,APT-000352,2026-02-17,CAR-019,completed,12.0,19.2,31.1,9
SHP-000353,APT-000353,2026-02-17,CAR-011,completed,0,7.0,43.9,4
SHP-000354,APT-000354,2026-02-17,CAR-018,completed,12.1,14.3,22.5,1
SHP-000355,APT-000355,2026-02-17,CAR-020,completed,1.7,2.7,71.2,26
SHP-000356,APT-000356,2026-02-17,CAR-029,completed,36.2,28.8,33.7,1
SHP-000357,APT-000357,2026-02-17,CAR-023,completed,81.5,21.0,50.2,15
SHP-000358,APT-000358,2026-02-18,CAR-020,completed,0,21.4,68.2,49
SHP-000359,APT-000359,2026-02-18,CAR-004,completed,0,19.8,69.6,21
SHP-000360,APT-000360,2026-02-18,CAR-027,completed,118.9,35.9,25.5,8
SHP-000361,APT-000361,2026-02-18,CAR-023,completed,13.8,8.9,35.0,17
SHP-000362,APT-000362,2026-02-18,CAR-002,completed,3.0,18.9,58.3,41
SHP-000363,APT-000363,2026-02-18,CAR-023,completed,79.2,30.6,109.3,31
SHP-000364,APT-000364,2026-02-18,CAR-011,completed,5.7,21.0,55.7,21
SHP-000365,APT-000365,2026-02-18,CAR-004,completed,0,14.6,92.5,44
SHP-000366,APT-000366,2026-02-18,CAR-001,completed,0.2,14.6,27.9,9
SHP-000367,APT-000367,2026-02-18,CAR-007,completed,0,16.7,39.3,2
SHP-000368,APT-000368,2026-02-18,CAR-003,completed,2.2,19.5,89.5,49
SHP-000369,APT-000369,2026-02-18,CAR-006,completed,0,20.8,87.0,37
SHP-000370,APT-000370,2026-02-18,CAR-027,completed,38.3,19.0,78.5,48
SHP-000371,APT-000371,2026-02-18,CAR-020,completed,3.5,17.5,32.5,7
SHP-000372,APT-000372,2026-02-18,CAR-012,no_show,0,0,0,23
SHP-000373,APT-000373,2026-02-18,CAR-011,completed,24.2,8.5,48.7,8
SHP-000374,APT-000374,2026-02-18,CAR-001,completed,2.6,7.7,48.1,14
SHP-000375,APT-000375,2026-02-18,CAR-020,completed,7.6,14.4,51.5,14
SHP-000376,APT-000376,2026-02-18,CAR-013,completed,2.1,3.3,33.8,5
SHP-000377,APT-000377,2026-02-18,CAR-001,completed,0.6,4.1,51.3,23
SHP-000378,APT-000378,2026-02-18,CAR-021,completed,2.1,15.2,87.3,29
SHP-000379,APT-000379,2026-02-18,CAR-024,completed,18.4,11.4,68.8,44
SHP-000380,APT-000380,2026-02-18,CAR-017,completed,5.9,17.9,43.0,24
SHP-000381,APT-000381,2026-02-19,CAR-015,completed,7.0,17.8,61.6,23
SHP-000382,APT-000382,2026-02-19,CAR-023,completed,59.4,24.8,70.2,22
SHP-000383,APT-000383,2026-02-19,CAR-028,completed,4.6,14.5,84.0,29
SHP-000384,APT-000384,2026-02-19,CAR-006,completed,3.2,15.2,48.8,19
SHP-000385,APT-000385,2026-02-19,CAR-010,completed,0,20.3,64.1,34
SHP-000386,APT-000386,2026-02-19,CAR-029,completed,0,21.2,91.1,49
SHP-000387,APT-000387,2026-02-19,CAR-009,completed,14.9,7.6,50.7,39
SHP-000388,APT-000388,2026-02-19,CAR-016,completed,10.4,18.1,30.5,3
SHP-000389,APT-000389,2026-02-19,CAR-025,completed,23.8,24.8,86.0,41
SHP-000390,APT-000390,2026-02-19,CAR-004,completed,0,5.2,85.4,48
SHP-000391,APT-000391,2026-02-19,CAR-023,completed,79.6,20.1,110.5,34
SHP-000392,APT-000392,2026-02-19,CAR-016,completed,0,3.2,37.9,2
SHP-000393,APT-000393,2026-02-19,CAR-015,completed,5.7,19.3,86.9,37
SHP-000394,APT-000394,2026-02-19,CAR-023,completed,28.5,25.7,30.0,9
SHP-000395,APT-000395,2026-02-19,CAR-005,completed,0,15.9,57.1,36
SHP-000396,APT-000396,2026-02-19,CAR-001,completed,0,9.3,75.6,21
SHP-000397,APT-000397,2026-02-19,CAR-027,completed,108.2,40.8,102.1,29
SHP-000398,APT-000398,2026-02-19,CAR-018,completed,21.6,24.3,34.9,11
SHP-000399,APT-000399,2026-02-19,CAR-030,completed,24.5,16.8,61.9,26
SHP-000400,APT-000400,2026-02-19,CAR-019,completed,12.0,23.0,43.2,6
SHP-000401,APT-000401,2026-02-19,CAR-013,completed,8.0,18.0,96.5,42
SHP-000402,APT-000402,2026-02-19,CAR-016,completed,2.6,8.5,55.5,39
SHP-000403,APT-000403,2026-02-20,CAR-028,completed,22.5,11.6,60.7,20
SHP-000404,APT-000404,2026-02-20,CAR-029,no_show,0,0,0,26
SHP-000405,APT-000405,2026-02-20,CAR-006,completed,1.0,17.5,105.0,27
SHP-000406,APT-000406,2026-02-20,CAR-020,completed,2.2,5.2,65.0,17
SHP-000407,APT-000407,2026-02-20,CAR-010,completed,7.4,11.6,72.0,32
SHP-000408,APT-000408,2026-02-20,CAR-001,completed,0,2.1,19.7,10
SHP-000409,APT-000409,2026-02-20,CAR-001,completed,1.4,2.3,89.7,37
SHP-000410,APT-000410,2026-02-20,CAR-004,completed,0.2,19.9,38.0,23
SHP-000411,APT-000411,2026-02-20,CAR-020,completed,3.6,21.1,23.4,5
SHP-000412,APT-000412,2026-02-20,CAR-016,completed,0.8,20.1,98.5,49
SHP-000413,APT-000413,2026-02-20,CAR-020,completed,0,5.5,19.1,8
SHP-000414,APT-000414,2026-02-20,CAR-005,completed,0,11.8,50.8,18
SHP-000415,APT-000415,2026-02-20,CAR-019,completed,0,8.4,88.9,27
SHP-000416,APT-000416,2026-02-20,CAR-015,completed,0,18.7,42.4,23
SHP-000417,APT-000417,2026-02-20,CAR-011,completed,0,12.2,97.7,39
SHP-000418,APT-000418,2026-02-20,CAR-009,completed,7.3,15.7,27.8,10
SHP-000419,APT-000419,2026-02-20,CAR-017,completed,6.7,23.2,45.9,9
SHP-000420,APT-000420,2026-02-20,CAR-019,completed,1.0,12.1,97.3,50
SHP-000421,APT-000421,2026-02-20,CAR-005,completed,0,7.4,70.3,47
SHP-000422,APT-000422,2026-02-20,CAR-026,completed,36.6,27.3,25.3,6
SHP-000423,APT-000423,2026-02-20,CAR-020,completed,0.6,16.8,50.7,46
SHP-000424,APT-000424,2026-02-21,CAR-010,completed,0,7.9,29.1,8
SHP-000425,APT-000425,2026-02-21,CAR-021,completed,6.8,4.0,27.3,9
SHP-000426,APT-000426,2026-02-21,CAR-027,completed,0,5.0,38.9,25
SHP-000427,APT-000427,2026-02-21,CAR-006,completed,0,10.0,53.9,16
SHP-000428,APT-000428,2026-02-21,CAR-030,completed,9.0,6.8,23.3,5
SHP-000429,APT-000429,2026-02-21,CAR-019,completed,7.6,21.2,69.0,21
SHP-000430,APT-000430,2026-02-21,CAR-009,completed,21.3,8.3,86.3,44
SHP-000431,APT-000431,2026-02-21,CAR-010,completed,3.7,3.8,112.4,45
SHP-000432,APT-000432,2026-02-21,CAR-030,completed,31.0,27.3,74.8,36
SHP-000433,APT-000433,2026-02-21,CAR-012,completed,0,14.1,67.6,12
SHP-000434,APT-000434,2026-02-21,CAR-006,completed,0,9.0,21.8,4
SHP-000435,APT-000435,2026-02-21,CAR-006,completed,1.5,15.8,32.2,8
SHP-000436,APT-000436,2026-02-21,CAR-030,completed,16.6,6.7,70.3,37
SHP-000437,APT-000437,2026-02-22,CAR-030,completed,3.4,4.3,64.7,26
SHP-000438,APT-000438,2026-02-22,CAR-029,no_show,0,0,0,10
SHP-000439,APT-000439,2026-02-22,CAR-011,completed,8.2,22.0,81.1,27
SHP-000440,APT-000440,2026-02-22,CAR-002,completed,5.0,4.0,32.6,5
SHP-000441,APT-000441,2026-02-23,CAR-008,completed,8.6,14.0,54.3,25
SHP-000442,APT-000442,2026-02-23,CAR-010,completed,0,9.1,37.9,15
SHP-000443,APT-000443,2026-02-23,CAR-016,completed,11.5,5.4,50.7,17
SHP-000444,APT-000444,2026-02-23,CAR-011,no_show,0,0,0,4
SHP-000445,APT-000445,2026-02-23,CAR-024,no_show,0,0,0,7
SHP-000446,APT-000446,2026-02-23,CAR-012,completed,0.2,15.5,55.6,22
SHP-000447,APT-000447,2026-02-23,CAR-004,completed,1.8,17.1,50.4,21
SHP-000448,APT-000448,2026-02-23,CAR-011,completed,10.6,5.0,76.9,38
SHP-000449,APT-000449,2026-02-23,CAR-014,completed,6.1,3.4,57.2,13
SHP-000450,APT-000450,2026-02-23,CAR-018,completed,20.6,7.1,96.3,28
SHP-000451,APT-000451,2026-02-23,CAR-015,completed,16.1,20.2,20.8,6
SHP-000452,APT-000452,2026-02-23,CAR-003,completed,0,9.3,79.6,52
SHP-000453,APT-000453,2026-02-23,CAR-013,completed,1.2,14.8,69.3,18
SHP-000454,APT-000454,2026-02-23,CAR-019,completed,0,18.7,89.7,45
SHP-000455,APT-000455,2026-02-23,CAR-007,completed,0,16.0,23.9,8
SHP-000456,APT-000456,2026-02-23,CAR-018,completed,17.4,20.4,79.4,47
SHP-000457,APT-000457,2026-02-23,CAR-027,completed,62.3,21.6,83.6,52
SHP-000458,APT-000458,2026-02-23,CAR-008,completed,0,19.5,55.5,24
SHP-000459,APT-000459,2026-02-23,CAR-017,completed,0,14.1,57.6,17
SHP-000460,APT-000460,2026-02-23,CAR-023,completed,13.7,21.6,48.3,25
SHP-000461,APT-000461,2026-02-23,CAR-029,completed,20.4,23.2,46.3,24
SHP-000462,APT-000462,2026-02-23,CAR-026,completed,13.1,11.6,74.0,21
SHP-000463,APT-000463,2026-02-23,CAR-022,completed,7.4,20.4,61.1,18
SHP-000464,APT-000464,2026-02-24,CAR-018,completed,2.0,5.4,42.3,7
SHP-000465,APT-000465,2026-02-24,CAR-015,completed,29.3,18.6,71.4,41
SHP-000466,APT-000466,2026-02-24,CAR-002,completed,13.5,22.8,22.4,8
SHP-000467,APT-000467,2026-02-24,CAR-021,completed,0,16.0,79.6,46
SHP-000468,APT-000468,2026-02-24,CAR-012,completed,11.2,6.8,20.9,5
SHP-000469,APT-000469,2026-02-24,CAR-016,completed,0,13.0,22.9,10
SHP-000470,APT-000470,2026-02-24,CAR-024,completed,37.7,28.9,86.9,44
SHP-000471,APT-000471,2026-02-24,CAR-013,completed,12.1,23.8,94.1,52
SHP-000472,APT-000472,2026-02-24,CAR-012,completed,5.7,4.4,73.9,32
SHP-000473,APT-000473,2026-02-24,CAR-017,completed,6.6,19.6,36.0,19
SHP-000474,APT-000474,2026-02-24,CAR-020,completed,9.5,11.1,23.1,3
SHP-000475,APT-000475,2026-02-24,CAR-019,completed,3.3,5.8,61.8,45
SHP-000476,APT-000476,2026-02-24,CAR-030,completed,3.6,8.2,42.3,20
SHP-000477,APT-000477,2026-02-24,CAR-030,completed,0,9.6,68.0,51
SHP-000478,APT-000478,2026-02-24,CAR-022,completed,10.3,16.5,23.8,5
SHP-000479,APT-000479,2026-02-24,CAR-025,completed,0,13.6,41.0,8
SHP-000480,APT-000480,2026-02-24,CAR-003,completed,5.0,17.0,87.0,50
SHP-000481,APT-000481,2026-02-24,CAR-015,completed,18.4,18.5,42.6,23
SHP-000482,APT-000482,2026-02-24,CAR-022,completed,1.7,10.9,25.3,5
SHP-000483,APT-000483,2026-02-24,CAR-004,completed,0,13.0,61.0,39
SHP-000484,APT-000484,2026-02-24,CAR-019,completed,6.8,18.9,46.0,20
SHP-000485,APT-000485,2026-02-25,CAR-025,completed,19.2,11.7,25.0,8
SHP-000486,APT-000486,2026-02-25,CAR-006,completed,1.4,4.6,20.4,10
SHP-000487,APT-000487,2026-02-25,CAR-012,completed,43.0,25.7,21.1,3
SHP-000488,APT-000488,2026-02-25,CAR-020,completed,11.5,9.6,52.8,12
SHP-000489,APT-000489,2026-02-25,CAR-006,completed,2.5,7.9,108.9,37
SHP-000490,APT-000490,2026-02-25,CAR-010,completed,0,6.3,79.8,27
SHP-000491,APT-000491,2026-02-25,CAR-024,completed,24.1,26.1,57.3,12
SHP-000492,APT-000492,2026-02-25,CAR-020,completed,12.8,14.6,66.6,14
SHP-000493,APT-000493,2026-02-25,CAR-025,completed,22.0,19.4,27.5,3
SHP-000494,APT-000494,2026-02-25,CAR-013,completed,12.5,23.8,73.8,13
SHP-000495,APT-000495,2026-02-25,CAR-009,completed,0,11.5,34.1,4
SHP-000496,APT-000496,2026-02-25,CAR-025,completed,33.3,11.8,20.4,4
SHP-000497,APT-000497,2026-02-25,CAR-015,completed,0,2.9,76.9,34
SHP-000498,APT-000498,2026-02-25,CAR-010,completed,11.7,9.7,57.1,29
SHP-000499,APT-000499,2026-02-25,CAR-020,completed,0.9,8.9,96.1,45
SHP-000500,APT-000500,2026-02-25,CAR-019,completed,0,8.9,34.6,16
SHP-000501,APT-000501,2026-02-25,CAR-017,completed,6.7,19.3,55.7,26
SHP-000502,APT-000502,2026-02-25,CAR-018,completed,32.4,27.2,61.5,25
SHP-000503,APT-000503,2026-02-25,CAR-020,completed,6.3,22.4,68.0,39
SHP-000504,APT-000504,2026-02-25,CAR-026,completed,28.9,11.4,82.0,46
SHP-000505,APT-000505,2026-02-25,CAR-018,completed,0,14.3,59.3,23
SHP-000506,APT-000506,2026-02-25,CAR-021,completed,8.0,18.2,60.5,12
SHP-000507,APT-000507,2026-02-25,CAR-027,completed,91.1,22.5,54.8,50
SHP-000508,APT-000508,2026-02-25,CAR-020,completed,0,9.7,72.0,30
SHP-000509,APT-000509,2026-02-25,CAR-025,completed,34.5,26.8,48.7,11
SHP-000510,APT-000510,2026-02-26,CAR-024,no_show,0,0,0,7
SHP-000511,APT-000511,2026-02-26,CAR-028,completed,0,12.5,32.4,1
SHP-000512,APT-000512,2026-02-26,CAR-018,completed,0,6.3,85.1,40
SHP-000513,APT-000513,2026-02-26,CAR-010,completed,0,21.0,80.9,29
SHP-000514,APT-000514,2026-02-26,CAR-023,completed,86.1,19.6,36.8,5
SHP-000515,APT-000515,2026-02-26,CAR-019,completed,11.7,11.0,113.5,49
SHP-000516,APT-000516,2026-02-26,CAR-011,completed,0,12.4,42.2,21
SHP-000517,APT-000517,2026-02-26,CAR-014,completed,0,15.0,39.3,18
SHP-000518,APT-000518,2026-02-26,CAR-021,completed,0,2.1,69.2,40
SHP-000519,APT-000519,2026-02-26,CAR-030,completed,24.3,17.4,46.4,20
SHP-000520,APT-000520,2026-02-26,CAR-002,completed,1.2,18.0,20.1,1
SHP-000521,APT-000521,2026-02-26,CAR-021,completed,0,4.3,110.5,32
SHP-000522,APT-000522,2026-02-26,CAR-008,completed,4.0,10.3,56.1,24
SHP-000523,APT-000523,2026-02-26,CAR-018,no_show,0,0,0,21
SHP-000524,APT-000524,2026-02-26,CAR-011,completed,27.1,10.3,68.3,13
SHP-000525,APT-000525,2026-02-26,CAR-003,completed,0,4.1,52.0,16
SHP-000526,APT-000526,2026-02-26,CAR-020,completed,4.4,3.5,31.2,7
SHP-000527,APT-000527,2026-02-26,CAR-009,completed,8.1,10.4,44.5,15
SHP-000528,APT-000528,2026-02-26,CAR-017,completed,0,11.3,35.3,10
SHP-000529,APT-000529,2026-02-26,CAR-003,no_show,0,0,0,7
SHP-000530,APT-000530,2026-02-27,CAR-019,completed,2.9,17.5,66.6,52
SHP-000531,APT-000531,2026-02-27,CAR-003,completed,2.0,20.1,29.6,7
SHP-000532,APT-000532,2026-02-27,CAR-002,completed,0,9.2,43.7,24
SHP-000533,APT-000533,2026-02-27,CAR-027,completed,59.4,32.8,70.8,12
SHP-000534,APT-000534,2026-02-27,CAR-014,completed,5.4,5.5,21.3,6
SHP-000535,APT-000535,2026-02-27,CAR-027,completed,98.4,38.5,19.2,4
SHP-000536,APT-000536,2026-02-27,CAR-020,completed,6.3,22.3,66.4,16
SHP-000537,APT-000537,2026-02-27,CAR-009,completed,0,9.5,47.3,17
SHP-000538,APT-000538,2026-02-27,CAR-010,completed,0,2.8,73.0,38
SHP-000539,APT-000539,2026-02-27,CAR-018,completed,2.3,5.2,28.5,7
SHP-000540,APT-000540,2026-02-27,CAR-010,completed,8.7,4.2,63.7,12
SHP-000541,APT-000541,2026-02-27,CAR-014,completed,11.2,17.1,28.0,10
SHP-000542,APT-000542,2026-02-27,CAR-017,no_show,0,0,0,12
SHP-000543,APT-000543,2026-02-27,CAR-030,completed,16.4,25.2,34.1,3
SHP-000544,APT-000544,2026-02-27,CAR-006,completed,3.7,13.0,33.8,7
SHP-000545,APT-000545,2026-02-27,CAR-002,completed,6.0,7.6,51.2,40
SHP-000546,APT-000546,2026-02-27,CAR-012,completed,43.0,13.1,57.5,20
SHP-000547,APT-000547,2026-02-27,CAR-017,completed,0,17.5,98.1,35
SHP-000548,APT-000548,2026-02-27,CAR-009,completed,13.3,5.1,83.7,50
SHP-000549,APT-000549,2026-02-27,CAR-029,completed,0,18.9,69.8,19
SHP-000550,APT-000550,2026-02-27,CAR-018,completed,8.9,20.9,56.7,11
SHP-000551,APT-000551,2026-02-27,CAR-020,completed,0,3.9,57.5,25
SHP-000552,APT-000552,2026-02-27,CAR-019,completed,7.4,8.9,61.9,42
SHP-000553,APT-000553,2026-02-27,CAR-027,completed,53.6,27.6,41.1,3
SHP-000554,APT-000554,2026-02-27,CAR-001,completed,3.2,13.5,74.9,31
SHP-000555,APT-000555,2026-02-27,CAR-023,completed,17.2,22.5,80.5,39
SHP-000556,APT-000556,2026-02-28,CAR-025,completed,29.8,21.2,62.3,27
SHP-000557,APT-000557,2026-02-28,CAR-003,completed,0,14.5,46.3,17
SHP-000558,APT-000558,2026-02-28,CAR-006,completed,0.2,11.5,50.7,17
SHP-000559,APT-000559,2026-02-28,CAR-029,completed,14.8,15.6,97.9,44
SHP-000560,APT-000560,2026-02-28,CAR-008,completed,4.5,21.4,40.0,2
SHP-000561,APT-000561,2026-02-28,CAR-003,completed,0,19.5,77.4,26
SHP-000562,APT-000562,2026-02-28,CAR-010,completed,3.9,7.1,44.9,25
SHP-000563,APT-000563,2026-02-28,CAR-027,no_show,0,0,0,4
SHP-000564,APT-000564,2026-02-28,CAR-021,completed,8.3,20.6,69.8,17
SHP-000565,APT-000565,2026-02-28,CAR-003,completed,0,16.4,105.8,32
SHP-000566,APT-000566,2026-02-28,CAR-014,completed,0,9.2,116.2,31
SHP-000567,APT-000567,2026-02-28,CAR-010,completed,7.0,11.5,68.3,28
SHP-000568,APT-000568,2026-03-01,CAR-018,completed,3.6,9.0,46.8,19
SHP-000569,APT-000569,2026-03-01,CAR-029,completed,22.0,20.4,45.4,20
SHP-000570,APT-000570,2026-03-01,CAR-021,completed,0,6.6,51.5,13
SHP-000571,APT-000571,2026-03-01,CAR-028,completed,11.4,9.0,47.7,13
SHP-000572,APT-000572,2026-03-02,CAR-022,completed,9.2,17.3,32.5,4
SHP-000573,APT-000573,2026-03-02,CAR-030,completed,0,12.1,26.0,10
SHP-000574,APT-000574,2026-03-02,CAR-010,completed,12.0,15.9,43.0,14
SHP-000575,APT-000575,2026-03-02,CAR-001,completed,0,18.6,75.9,41
SHP-000576,APT-000576,2026-03-02,CAR-015,completed,0,16.9,46.3,7
SHP-000577,APT-000577,2026-03-02,CAR-003,completed,7.8,4.5,51.4,16
SHP-000578,APT-000578,2026-03-02,CAR-023,no_show,0,0,0,18
SHP-000579,APT-000579,2026-03-02,CAR-024,completed,3.5,20.6,31.5,9
SHP-000580,APT-000580,2026-03-02,CAR-018,completed,3.9,12.7,30.5,10
SHP-000581,APT-000581,2026-03-02,CAR-013,completed,9.4,5.6,26.9,3
SHP-000582,APT-000582,2026-03-02,CAR-003,completed,0.3,13.9,41.1,5
SHP-000583,APT-000583,2026-03-02,CAR-001,completed,0,4.7,44.9,3
SHP-000584,APT-000584,2026-03-02,CAR-027,completed,1.5,19.3,62.2,37
SHP-000585,APT-000585,2026-03-02,CAR-020,no_show,0,0,0,13
SHP-000586,APT-000586,2026-03-02,CAR-016,completed,1.0,18.0,23.3,7
SHP-000587,APT-000587,2026-03-02,CAR-021,completed,11.0,7.3,99.5,39
SHP-000588,APT-000588,2026-03-02,CAR-016,completed,1.9,13.2,60.7,16
SHP-000589,APT-000589,2026-03-02,CAR-004,completed,3.3,18.2,64.1,30
SHP-000590,APT-000590,2026-03-02,CAR-019,completed,10.8,11.6,51.0,13
SHP-000591,APT-000591,2026-03-02,CAR-009,completed,6.2,18.8,30.1,3
SHP-000592,APT-000592,2026-03-02,CAR-021,no_show,0,0,0,10
SHP-000593,APT-000593,2026-03-02,CAR-015,completed,16.9,7.3,77.0,47
SHP-000594,APT-000594,2026-03-02,CAR-015,completed,0,19.5,57.2,22
SHP-000595,APT-000595,2026-03-02,CAR-028,completed,32.9,10.9,76.0,40
SHP-000596,APT-000596,2026-03-02,CAR-005,completed,0,16.0,63.8,11
SHP-000597,APT-000597,2026-03-02,CAR-029,completed,0,17.0,96.3,34
SHP-000598,APT-000598,2026-03-03,CAR-013,completed,0.9,18.3,59.7,25
SHP-000599,APT-000599,2026-03-03,CAR-015,completed,10.8,6.1,65.7,31
SHP-000600,APT-000600,2026-03-03,CAR-015,completed,11.5,7.2,56.4,25
SHP-000601,APT-000601,2026-03-03,CAR-014,completed,27.5,12.3,55.3,21
SHP-000602,APT-000602,2026-03-03,CAR-030,no_show,0,0,0,2
SHP-000603,APT-000603,2026-03-03,CAR-021,completed,2.0,16.0,48.6,21
SHP-000604,APT-000604,2026-03-03,CAR-026,completed,22.1,19.2,64.1,31
SHP-000605,APT-000605,2026-03-03,CAR-022,completed,13.2,8.6,25.3,8
SHP-000606,APT-000606,2026-03-03,CAR-030,completed,33.6,17.8,61.5,43
SHP-000607,APT-000607,2026-03-03,CAR-005,completed,2.2,21.8,89.9,42
SHP-000608,APT-000608,2026-03-03,CAR-015,completed,6.7,12.9,49.3,13
SHP-000609,APT-000609,2026-03-03,CAR-028,completed,58.7,28.0,68.4,48
SHP-000610,APT-000610,2026-03-03,CAR-023,completed,87.0,24.5,23.7,9
SHP-000611,APT-000611,2026-03-03,CAR-025,completed,12.7,8.1,106.7,40
SHP-000612,APT-000612,2026-03-03,CAR-029,completed,74.4,31.8,51.8,22
SHP-000613,APT-000613,2026-03-03,CAR-007,completed,0,9.9,54.2,13
SHP-000614,APT-000614,2026-03-03,CAR-005,completed,1.2,21.5,93.5,40
SHP-000615,APT-000615,2026-03-03,CAR-022,completed,14.8,14.2,76.0,50
SHP-000616,APT-000616,2026-03-03,CAR-022,completed,20.5,23.7,57.7,22
SHP-000617,APT-000617,2026-03-03,CAR-013,completed,3.0,10.8,27.3,9
SHP-000618,APT-000618,2026-03-03,CAR-011,completed,0,18.2,36.6,22
SHP-000619,APT-000619,2026-03-03,CAR-022,completed,0,10.6,50.7,12
SHP-000620,APT-000620,2026-03-03,CAR-001,completed,1.8,10.3,64.8,23
SHP-000621,APT-000621,2026-03-03,CAR-017,completed,5.8,14.6,36.6,21
SHP-000622,APT-000622,2026-03-04,CAR-022,completed,9.0,16.4,66.9,16
SHP-000623,APT-000623,2026-03-04,CAR-020,completed,0,14.0,45.4,10
SHP-000624,APT-000624,2026-03-04,CAR-027,completed,77.3,19.2,48.7,22
SHP-000625,APT-000625,2026-03-04,CAR-015,completed,20.0,25.0,71.7,21
SHP-000626,APT-000626,2026-03-04,CAR-011,completed,26.2,15.2,62.8,18
SHP-000627,APT-000627,2026-03-04,CAR-002,completed,1.9,9.1,33.8,10
SHP-000628,APT-000628,2026-03-04,CAR-011,completed,14.5,5.8,33.4,9
SHP-000629,APT-000629,2026-03-04,CAR-024,completed,29.1,14.3,75.5,24
SHP-000630,APT-000630,2026-03-04,CAR-028,completed,30.0,13.3,77.8,49
SHP-000631,APT-000631,2026-03-04,CAR-005,completed,0,20.7,44.5,1
SHP-000632,APT-000632,2026-03-04,CAR-006,completed,1.0,14.9,37.9,2
SHP-000633,APT-000633,2026-03-04,CAR-014,completed,12.4,21.0,72.1,42
SHP-000634,APT-000634,2026-03-04,CAR-019,completed,0,10.4,85.4,51
SHP-000635,APT-000635,2026-03-04,CAR-026,completed,27.8,17.3,62.2,19
SHP-000636,APT-000636,2026-03-04,CAR-007,completed,1.2,16.5,72.4,31
SHP-000637,APT-000637,2026-03-04,CAR-020,completed,5.8,5.6,39.3,25
SHP-000638,APT-000638,2026-03-04,CAR-007,completed,1.8,3.4,17.2,3
SHP-000639,APT-000639,2026-03-04,CAR-010,completed,14.1,16.3,54.6,17
SHP-000640,APT-000640,2026-03-04,CAR-018,completed,5.5,16.4,79.5,28
SHP-000641,APT-000641,2026-03-04,CAR-012,completed,0,5.1,72.6,46
SHP-000642,APT-000642,2026-03-04,CAR-013,completed,17.9,10.4,64.5,19
SHP-000643,APT-000643,2026-03-04,CAR-018,completed,1.4,19.2,59.5,21
SHP-000644,APT-000644,2026-03-04,CAR-018,completed,0,20.4,43.7,15
SHP-000645,APT-000645,2026-03-04,CAR-015,completed,16.5,6.0,18.5,1
SHP-000646,APT-000646,2026-03-04,CAR-001,completed,1.4,13.3,55.0,26
SHP-000647,APT-000647,2026-03-04,CAR-023,completed,30.9,20.5,24.1,6
SHP-000648,APT-000648,2026-03-04,CAR-026,completed,31.5,19.8,56.5,13
SHP-000649,APT-000649,2026-03-04,CAR-023,completed,45.4,19.7,22.2,10
SHP-000650,APT-000650,2026-03-05,CAR-019,completed,0,18.1,51.1,42
SHP-000651,APT-000651,2026-03-05,CAR-009,completed,9.7,16.9,85.8,36
SHP-000652,APT-000652,2026-03-05,CAR-025,completed,14.9,19.2,55.0,25
SHP-000653,APT-000653,2026-03-05,CAR-027,completed,38.5,24.8,53.7,19
SHP-000654,APT-000654,2026-03-05,CAR-009,completed,6.6,21.3,55.7,52
SHP-000655,APT-000655,2026-03-05,CAR-001,completed,3.9,12.8,33.1,5
SHP-000656,APT-000656,2026-03-05,CAR-017,completed,6.2,4.1,97.6,40
SHP-000657,APT-000657,2026-03-05,CAR-026,completed,29.1,27.3,25.2,2
